* description: Population SSPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SDPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SDPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SSP2EU data: use past data from 'Population Eurostat data completed with Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSP2EU data completed with Population UN_PopDiv data completed with Population MI data'. For European countries, just glue past with future.
* unit: million || million || million
* origin: calcOutput(type = "Population", aggregate = FALSE, file = "population.csv") (madrat 3.3.3 | mrdrivers 1.2.0)
* creation date: Mon Jun 12 15:18:09 2023
dummy,dummy,pop_SSP1,pop_SSP2,pop_SSP3,pop_SSP4,pop_SSP5,pop_SDP,pop_SDP_EI,pop_SDP_MC,pop_SDP_RC,pop_SSP2EU
y1960,TLS,0.468573,0.468573,0.468573,0.468573,0.468573,0.468573,0.468573,0.468573,0.468573,0.468573
y1960,TON,0.067428,0.067428,0.067428,0.067428,0.067428,0.067428,0.067428,0.067428,0.067428,0.067428
y1960,TTO,0.847063,0.847063,0.847063,0.847063,0.847063,0.847063,0.847063,0.847063,0.847063,0.847063
y1960,TUN,4.195467,4.195467,4.195467,4.195467,4.195467,4.195467,4.195467,4.195467,4.195467,4.195467
y1960,TUR,27.51098,27.51098,27.51098,27.51098,27.51098,27.51098,27.51098,27.51098,27.51098,27.51098
y1960,TUV,0.005404,0.005404,0.005404,0.005404,0.005404,0.005404,0.005404,0.005404,0.005404,0.005404
y1960,TWN,10.9831395,10.9831395,10.9831395,10.9831395,10.9831395,10.9831395,10.9831395,10.9831395,10.9831395,10.9831395
y1960,TZA,10.042458,10.042458,10.042458,10.042458,10.042458,10.042458,10.042458,10.042458,10.042458,10.042458
y1960,UGA,7.617746,7.617746,7.617746,7.617746,7.617746,7.617746,7.617746,7.617746,7.617746,7.617746
y1960,UKR,42.767251,42.767251,42.767251,42.767251,42.767251,42.767251,42.767251,42.767251,42.767251,42.767251
y1960,UMI,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124
y1960,URY,2.529021,2.529021,2.529021,2.529021,2.529021,2.529021,2.529021,2.529021,2.529021,2.529021
y1960,USA,180.671,180.671,180.671,180.671,180.671,180.671,180.671,180.671,180.671,180.671
y1960,UZB,8.372311,8.372311,8.372311,8.372311,8.372311,8.372311,8.372311,8.372311,8.372311,8.372311
y1960,VAT,0.001062,0.001062,0.001062,0.001062,0.001062,0.001062,0.001062,0.001062,0.001062,0.001062
y1960,VCT,0.084141,0.084141,0.084141,0.084141,0.084141,0.084141,0.084141,0.084141,0.084141,0.084141
y1960,VEN,8.156937,8.156937,8.156937,8.156937,8.156937,8.156937,8.156937,8.156937,8.156937,8.156937
y1960,VGB,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785,0.00785
y1960,VIR,0.0325,0.0325,0.0325,0.0325,0.0325,0.0325,0.0325,0.0325,0.0325,0.0325
y1960,VNM,32.718461,32.718461,32.718461,32.718461,32.718461,32.718461,32.718461,32.718461,32.718461,32.718461
y1960,VUT,0.064608,0.064608,0.064608,0.064608,0.064608,0.064608,0.064608,0.064608,0.064608,0.064608
y1960,WLF,0.00878,0.00878,0.00878,0.00878,0.00878,0.00878,0.00878,0.00878,0.00878,0.00878
y1960,WSM,0.113335,0.113335,0.113335,0.113335,0.113335,0.113335,0.113335,0.113335,0.113335,0.113335
y1960,YEM,5.542459,5.542459,5.542459,5.542459,5.542459,5.542459,5.542459,5.542459,5.542459,5.542459
y1960,ZAF,16.520441,16.520441,16.520441,16.520441,16.520441,16.520441,16.520441,16.520441,16.520441,16.520441
y1960,ZMB,3.11943,3.11943,3.11943,3.11943,3.11943,3.11943,3.11943,3.11943,3.11943,3.11943
y1960,ZWE,3.80631,3.80631,3.80631,3.80631,3.80631,3.80631,3.80631,3.80631,3.80631,3.80631
y1961,ABW,0.055811,0.055811,0.055811,0.055811,0.055811,0.055811,0.055811,0.055811,0.055811,0.055811
y1961,AFG,8.79014,8.79014,8.79014,8.79014,8.79014,8.79014,8.79014,8.79014,8.79014,8.79014
y1961,AGO,5.441333,5.441333,5.441333,5.441333,5.441333,5.441333,5.441333,5.441333,5.441333,5.441333
y1961,AIA,0.0057955,0.0057955,0.0057955,0.0057955,0.0057955,0.0057955,0.0057955,0.0057955,0.0057955,0.0057955
y1961,ALA,0.021233,0.021233,0.021233,0.021233,0.021233,0.021233,0.021233,0.021233,0.021233,0.021233
y1961,ALB,1.6598,1.6598,1.6598,1.6598,1.6598,1.6598,1.6598,1.6598,1.6598,1.6598
y1961,AND,0.010216,0.010216,0.010216,0.010216,0.010216,0.010216,0.010216,0.010216,0.010216,0.010216
y1961,ARE,0.140984,0.140984,0.140984,0.140984,0.140984,0.140984,0.140984,0.140984,0.140984,0.140984
y1961,ARG,20.680653,20.680653,20.680653,20.680653,20.680653,20.680653,20.680653,20.680653,20.680653,20.680653
y1961,ARM,1.97153,1.97153,1.97153,1.97153,1.97153,1.97153,1.97153,1.97153,1.97153,1.97153
y1961,ASM,0.020626,0.020626,0.020626,0.020626,0.020626,0.020626,0.020626,0.020626,0.020626,0.020626
y1961,ATA,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
y1961,ATF,6.14e-05,6.14e-05,6.14e-05,6.14e-05,6.14e-05,6.14e-05,6.14e-05,6.14e-05,6.14e-05,6.14e-05
y1961,ATG,0.056245,0.056245,0.056245,0.056245,0.056245,0.056245,0.056245,0.056245,0.056245,0.056245
y1961,AUS,10.483,10.483,10.483,10.483,10.483,10.483,10.483,10.483,10.483,10.483
y1961,AUT,7.086299,7.086299,7.086299,7.086299,7.086299,7.086299,7.086299,7.086299,7.086299,7.086299
y1961,AZE,4.04575,4.04575,4.04575,4.04575,4.04575,4.04575,4.04575,4.04575,4.04575,4.04575
y1961,BDI,2.815972,2.815972,2.815972,2.815972,2.815972,2.815972,2.815972,2.815972,2.815972,2.815972
y1961,BEL,9.183948,9.183948,9.183948,9.183948,9.183948,9.183948,9.183948,9.183948,9.183948,9.183948
y1961,BEN,2.551216,2.551216,2.551216,2.551216,2.551216,2.551216,2.551216,2.551216,2.551216,2.551216
y1961,BES,0.0077975,0.0077975,0.0077975,0.0077975,0.0077975,0.0077975,0.0077975,0.0077975,0.0077975,0.0077975
y1961,BFA,4.852833,4.852833,4.852833,4.852833,4.852833,4.852833,4.852833,4.852833,4.852833,4.852833
y1961,BGD,51.882769,51.882769,51.882769,51.882769,51.882769,51.882769,51.882769,51.882769,51.882769,51.882769
y1961,BGR,7.943118,7.943118,7.943118,7.943118,7.943118,7.943118,7.943118,7.943118,7.943118,7.943118
y1961,BHR,0.16697,0.16697,0.16697,0.16697,0.16697,0.16697,0.16697,0.16697,0.16697,0.16697
y1961,BHS,0.120216,0.120216,0.120216,0.120216,0.120216,0.120216,0.120216,0.120216,0.120216,0.120216
y1961,BIH,3.325333,3.325333,3.325333,3.325333,3.325333,3.325333,3.325333,3.325333,3.325333,3.325333
y1961,BLM,0.002217,0.002217,0.002217,0.002217,0.002217,0.002217,0.002217,0.002217,0.002217,0.002217
y1961,BLR,8.271216,8.271216,8.271216,8.271216,8.271216,8.271216,8.271216,8.271216,8.271216,8.271216
y1961,BLZ,0.093757,0.093757,0.093757,0.093757,0.093757,0.093757,0.093757,0.093757,0.093757,0.093757
y1961,BMU,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455
y1961,BOL,3.784744,3.784744,3.784744,3.784744,3.784744,3.784744,3.784744,3.784744,3.784744,3.784744
y1961,BRA,75.330008,75.330008,75.330008,75.330008,75.330008,75.330008,75.330008,75.330008,75.330008,75.330008
y1961,BRB,0.233698,0.233698,0.233698,0.233698,0.233698,0.233698,0.233698,0.233698,0.233698,0.233698
y1961,BRN,0.089561,0.089561,0.089561,0.089561,0.089561,0.089561,0.089561,0.089561,0.089561,0.089561
y1961,BTN,0.227071,0.227071,0.227071,0.227071,0.227071,0.227071,0.227071,0.227071,0.227071,0.227071
y1961,BVT,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
y1961,BWA,0.524403,0.524403,0.524403,0.524403,0.524403,0.524403,0.524403,0.524403,0.524403,0.524403
y1961,CAF,1.710364,1.710364,1.710364,1.710364,1.710364,1.710364,1.710364,1.710364,1.710364,1.710364
y1961,CAN,18.271,18.271,18.271,18.271,18.271,18.271,18.271,18.271,18.271,18.271
y1961,CCK,0.001189,0.001189,0.001189,0.001189,0.001189,0.001189,0.001189,0.001189,0.001189,0.001189
y1961,CHE,5.434294,5.434294,5.434294,5.434294,5.434294,5.434294,5.434294,5.434294,5.434294,5.434294
y1961,CHL,8.313535,8.313535,8.313535,8.313535,8.313535,8.313535,8.313535,8.313535,8.313535,8.313535
y1961,CHN,660.33,660.33,660.33,660.33,660.33,660.33,660.33,660.33,660.33,660.33
y1961,CIV,3.848336,3.848336,3.848336,3.848336,3.848336,3.848336,3.848336,3.848336,3.848336,3.848336
y1961,CMR,5.200355,5.200355,5.200355,5.200355,5.200355,5.200355,5.200355,5.200355,5.200355,5.200355
y1961,COD,15.673284,15.673284,15.673284,15.673284,15.673284,15.673284,15.673284,15.673284,15.673284,15.673284
y1961,COG,1.083431,1.083431,1.083431,1.083431,1.083431,1.083431,1.083431,1.083431,1.083431,1.083431
y1961,COK,0.0180135,0.0180135,0.0180135,0.0180135,0.0180135,0.0180135,0.0180135,0.0180135,0.0180135,0.0180135
y1961,COL,16.182414,16.182414,16.182414,16.182414,16.182414,16.182414,16.182414,16.182414,16.182414,16.182414
y1961,COM,0.198617,0.198617,0.198617,0.198617,0.198617,0.198617,0.198617,0.198617,0.198617,0.198617
y1961,CPV,0.214788,0.214788,0.214788,0.214788,0.214788,0.214788,0.214788,0.214788,0.214788,0.214788
y1961,CRI,1.396138,1.396138,1.396138,1.396138,1.396138,1.396138,1.396138,1.396138,1.396138,1.396138
y1961,CUB,7.418518,7.418518,7.418518,7.418518,7.418518,7.418518,7.418518,7.418518,7.418518,7.418518
y1961,CUW,0.126125,0.126125,0.126125,0.126125,0.126125,0.126125,0.126125,0.126125,0.126125,0.126125
y1961,CXR,0.0036506,0.0036506,0.0036506,0.0036506,0.0036506,0.0036506,0.0036506,0.0036506,0.0036506,0.0036506
y1961,CYM,0.008626,0.008626,0.008626,0.008626,0.008626,0.008626,0.008626,0.008626,0.008626,0.008626
y1961,CYP,0.594771,0.594771,0.594771,0.594771,0.594771,0.594771,0.594771,0.594771,0.594771,0.574733
y1961,CZE,9.586651,9.586651,9.586651,9.586651,9.586651,9.586651,9.586651,9.586651,9.586651,9.586651
y1961,DEU,73.377632,73.377632,73.377632,73.377632,73.377632,73.377632,73.377632,73.377632,73.377632,73.377632
y1961,DJI,0.08927,0.08927,0.08927,0.08927,0.08927,0.08927,0.08927,0.08927,0.08927,0.08927
y1961,DMA,0.060395,0.060395,0.060395,0.060395,0.060395,0.060395,0.060395,0.060395,0.060395,0.060395
y1961,DNK,4.611687,4.611687,4.611687,4.611687,4.611687,4.611687,4.611687,4.611687,4.611687,4.611687
y1961,DOM,3.408415,3.408415,3.408415,3.408415,3.408415,3.408415,3.408415,3.408415,3.408415,3.408415
y1961,DZA,11.598608,11.598608,11.598608,11.598608,11.598608,11.598608,11.598608,11.598608,11.598608,11.598608
y1961,ECU,4.751507,4.751507,4.751507,4.751507,4.751507,4.751507,4.751507,4.751507,4.751507,4.751507
y1961,EGY,27.747867,27.747867,27.747867,27.747867,27.747867,27.747867,27.747867,27.747867,27.747867,27.747867
y1961,ERI,1.016932,1.016932,1.016932,1.016932,1.016932,1.016932,1.016932,1.016932,1.016932,1.016932
y1961,ESH,0.036194,0.036194,0.036194,0.036194,0.036194,0.036194,0.036194,0.036194,0.036194,0.036194
y1961,ESP,30.73925,30.73925,30.73925,30.73925,30.73925,30.73925,30.73925,30.73925,30.73925,30.73925
y1961,EST,1.225077,1.225077,1.225077,1.225077,1.225077,1.225077,1.225077,1.225077,1.225077,1.225077
y1961,ETH,22.281675,22.281675,22.281675,22.281675,22.281675,22.281675,22.281675,22.281675,22.281675,22.281675
y1961,FIN,4.461005,4.461005,4.461005,4.461005,4.461005,4.461005,4.461005,4.461005,4.461005,4.461005
y1961,FJI,0.414534,0.414534,0.414534,0.414534,0.414534,0.414534,0.414534,0.414534,0.414534,0.414534
y1961,FLK,0.0022905,0.0022905,0.0022905,0.0022905,0.0022905,0.0022905,0.0022905,0.0022905,0.0022905,0.0022905
y1961,FRA,47.161641,47.161641,47.161641,47.161641,47.161641,47.161641,47.161641,47.161641,47.161641,47.2097238671397
y1961,FRO,0.034572,0.034572,0.034572,0.034572,0.034572,0.034572,0.034572,0.034572,0.034572,0.034572
y1961,FSM,0.044563,0.044563,0.044563,0.044563,0.044563,0.044563,0.044563,0.044563,0.044563,0.044563
y1961,GAB,0.519329,0.519329,0.519329,0.519329,0.519329,0.519329,0.519329,0.519329,0.519329,0.519329
y1961,GBR,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8
y1961,GEO,3.7036,3.7036,3.7036,3.7036,3.7036,3.7036,3.7036,3.7036,3.7036,3.7036
y1961,GGY,0.047155,0.047155,0.047155,0.047155,0.047155,0.047155,0.047155,0.047155,0.047155,0.047155
y1961,GHA,7.109029,7.109029,7.109029,7.109029,7.109029,7.109029,7.109029,7.109029,7.109029,7.109029
y1961,GIB,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907
y1961,GIN,3.578631,3.578631,3.578631,3.578631,3.578631,3.578631,3.578631,3.578631,3.578631,3.578631
y1961,GLP,0.283974,0.283974,0.283974,0.283974,0.283974,0.283974,0.283974,0.283974,0.283974,0.283974
y1961,GMB,0.410801,0.410801,0.410801,0.410801,0.410801,0.410801,0.410801,0.410801,0.410801,0.410801
y1961,GNB,0.583107,0.583107,0.583107,0.583107,0.583107,0.583107,0.583107,0.583107,0.583107,0.583107
y1961,GNQ,0.272264,0.272264,0.272264,0.272264,0.272264,0.272264,0.272264,0.272264,0.272264,0.272264
y1961,GRC,8.39805,8.39805,8.39805,8.39805,8.39805,8.39805,8.39805,8.39805,8.39805,8.39805
y1961,GRD,0.095096,0.095096,0.095096,0.095096,0.095096,0.095096,0.095096,0.095096,0.095096,0.095096
y1961,GRL,0.0337,0.0337,0.0337,0.0337,0.0337,0.0337,0.0337,0.0337,0.0337,0.0337
y1961,GTM,4.251911,4.251911,4.251911,4.251911,4.251911,4.251911,4.251911,4.251911,4.251911,4.251911
y1961,GUF,0.032484,0.032484,0.032484,0.032484,0.032484,0.032484,0.032484,0.032484,0.032484,0.032484
y1961,GUM,0.073873,0.073873,0.073873,0.073873,0.073873,0.073873,0.073873,0.073873,0.073873,0.073873
y1961,GUY,0.588597,0.588597,0.588597,0.588597,0.588597,0.588597,0.588597,0.588597,0.588597,0.588597
y1961,HKG,3.1681,3.1681,3.1681,3.1681,3.1681,3.1681,3.1681,3.1681,3.1681,3.1681
y1961,HMD,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
y1961,HND,2.139928,2.139928,2.139928,2.139928,2.139928,2.139928,2.139928,2.139928,2.139928,2.139928
y1961,HRV,4.167292,4.167292,4.167292,4.167292,4.167292,4.167292,4.167292,4.167292,4.167292,4.167292
y1961,HTI,3.974934,3.974934,3.974934,3.974934,3.974934,3.974934,3.974934,3.974934,3.974934,3.974934
y1961,HUN,10.029321,10.029321,10.029321,10.029321,10.029321,10.029321,10.029321,10.029321,10.029321,10.027958
y1961,IDN,90.816938,90.816938,90.816938,90.816938,90.816938,90.816938,90.816938,90.816938,90.816938,90.816938
y1961,IMN,0.048422,0.048422,0.048422,0.048422,0.048422,0.048422,0.048422,0.048422,0.048422,0.048422
y1961,IND,456.351876,456.351876,456.351876,456.351876,456.351876,456.351876,456.351876,456.351876,456.351876,456.351876
y1961,IOT,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
y1961,IRL,2.8244,2.8244,2.8244,2.8244,2.8244,2.8244,2.8244,2.8244,2.8244,2.8244
y1961,IRN,21.983622,21.983622,21.983622,21.983622,21.983622,21.983622,21.983622,21.983622,21.983622,21.983622
y1961,IRQ,7.260714,7.260714,7.260714,7.260714,7.260714,7.260714,7.260714,7.260714,7.260714,7.260714
y1961,ISL,0.179029,0.179029,0.179029,0.179029,0.179029,0.179029,0.179029,0.179029,0.179029,0.179029
y1961,ISR,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185
y1961,ITA,50.53635,50.53635,50.53635,50.53635,50.53635,50.53635,50.53635,50.53635,50.53635,50.53635
y1961,JAM,1.663754,1.663754,1.663754,1.663754,1.663754,1.663754,1.663754,1.663754,1.663754,1.663754
y1961,JEY,0.110225,0.110225,0.110225,0.110225,0.110225,0.110225,0.110225,0.110225,0.110225,0.110225
y1961,JOR,0.891848,0.891848,0.891848,0.891848,0.891848,0.891848,0.891848,0.891848,0.891848,0.891848
y1961,JPN,94.055,94.055,94.055,94.055,94.055,94.055,94.055,94.055,94.055,94.055
y1961,KAZ,9.639302,9.639302,9.639302,9.639302,9.639302,9.639302,9.639302,9.639302,9.639302,9.639302
y1961,KEN,8.04747,8.04747,8.04747,8.04747,8.04747,8.04747,8.04747,8.04747,8.04747,8.04747
y1961,KGZ,2.2559,2.2559,2.2559,2.2559,2.2559,2.2559,2.2559,2.2559,2.2559,2.2559
y1961,KHM,5.664654,5.664654,5.664654,5.664654,5.664654,5.664654,5.664654,5.664654,5.664654,5.664654
y1961,KIR,0.048275,0.048275,0.048275,0.048275,0.048275,0.048275,0.048275,0.048275,0.048275,0.048275
y1961,KNA,0.056247,0.056247,0.056247,0.056247,0.056247,0.056247,0.056247,0.056247,0.056247,0.056247
y1961,KOR,25.765673,25.765673,25.765673,25.765673,25.765673,25.765673,25.765673,25.765673,25.765673,25.765673
y1961,KWT,0.339697,0.339697,0.339697,0.339697,0.339697,0.339697,0.339697,0.339697,0.339697,0.339697
y1961,LAO,2.171141,2.171141,2.171141,2.171141,2.171141,2.171141,2.171141,2.171141,2.171141,2.171141
y1961,LBN,1.853295,1.853295,1.853295,1.853295,1.853295,1.853295,1.853295,1.853295,1.853295,1.853295
y1961,LBR,1.165005,1.165005,1.165005,1.165005,1.165005,1.165005,1.165005,1.165005,1.165005,1.165005
y1961,LBY,1.47876,1.47876,1.47876,1.47876,1.47876,1.47876,1.47876,1.47876,1.47876,1.47876
y1961,LCA,0.092761,0.092761,0.092761,0.092761,0.092761,0.092761,0.092761,0.092761,0.092761,0.092761
y1961,LIE,0.016834,0.016834,0.016834,0.016834,0.016834,0.016834,0.016834,0.016834,0.016834,0.016834
y1961,LKA,10.111639,10.111639,10.111639,10.111639,10.111639,10.111639,10.111639,10.111639,10.111639,10.111639
y1961,LSO,0.760895,0.760895,0.760895,0.760895,0.760895,0.760895,0.760895,0.760895,0.760895,0.760895
y1961,LTU,2.82355,2.82355,2.82355,2.82355,2.82355,2.82355,2.82355,2.82355,2.82355,2.82355
y1961,LUX,0.316845,0.316845,0.316845,0.316845,0.316845,0.316845,0.316845,0.316845,0.316845,0.316845
y1961,LVA,2.152681,2.152681,2.152681,2.152681,2.152681,2.152681,2.152681,2.152681,2.152681,2.152681
y1961,MAC,0.178672,0.178672,0.178672,0.178672,0.178672,0.178672,0.178672,0.178672,0.178672,0.178672
y1961,MAF,0.004258,0.004258,0.004258,0.004258,0.004258,0.004258,0.004258,0.004258,0.004258,0.004258
y1961,MAR,12.081713,12.081713,12.081713,12.081713,12.081713,12.081713,12.081713,12.081713,12.081713,12.081713
y1961,MCO,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907,0.021907
y1961,MDA,2.127854,2.127854,2.127854,2.127854,2.127854,2.127854,2.127854,2.127854,2.127854,2.127854
y1961,MDG,5.206239,5.206239,5.206239,5.206239,5.206239,5.206239,5.206239,5.206239,5.206239,5.206239
y1961,MDV,0.093952,0.093952,0.093952,0.093952,0.093952,0.093952,0.093952,0.093952,0.093952,0.093952
y1961,MEX,37.439317,37.439317,37.439317,37.439317,37.439317,37.439317,37.439317,37.439317,37.439317,37.439317
y1961,MHL,0.015867,0.015867,0.015867,0.015867,0.015867,0.015867,0.015867,0.015867,0.015867,0.015867
y1961,MKD,1.481112,1.481112,1.481112,1.481112,1.481112,1.481112,1.481112,1.481112,1.481112,1.481112
y1961,MLI,5.420247,5.420247,5.420247,5.420247,5.420247,5.420247,5.420247,5.420247,5.420247,5.420247
y1961,MLT,0.32525,0.32525,0.32525,0.32525,0.32525,0.32525,0.32525,0.32525,0.32525,0.32525
y1961,MMR,22.203109,22.203109,22.203109,22.203109,22.203109,22.203109,22.203109,22.203109,22.203109,22.203109
y1961,MNE,0.49114,0.49114,0.49114,0.49114,0.49114,0.49114,0.49114,0.49114,0.49114,0.49114
y1961,MNG,1.011502,1.011502,1.011502,1.011502,1.011502,1.011502,1.011502,1.011502,1.011502,1.011502
y1961,MNP,0.008965,0.008965,0.008965,0.008965,0.008965,0.008965,0.008965,0.008965,0.008965,0.008965
y1961,MOZ,6.917521,6.917521,6.917521,6.917521,6.917521,6.917521,6.917521,6.917521,6.917521,6.917521
y1961,MRT,0.861663,0.861663,0.861663,0.861663,0.861663,0.861663,0.861663,0.861663,0.861663,0.861663
y1961,MSR,0.0119965,0.0119965,0.0119965,0.0119965,0.0119965,0.0119965,0.0119965,0.0119965,0.0119965,0.0119965
y1961,MTQ,0.2956865,0.2956865,0.2956865,0.2956865,0.2956865,0.2956865,0.2956865,0.2956865,0.2956865,0.2956865
y1961,MUS,0.680757,0.680757,0.680757,0.680757,0.680757,0.680757,0.680757,0.680757,0.680757,0.680757
y1961,MWI,3.708193,3.708193,3.708193,3.708193,3.708193,3.708193,3.708193,3.708193,3.708193,3.708193
y1961,MYS,8.074805,8.074805,8.074805,8.074805,8.074805,8.074805,8.074805,8.074805,8.074805,8.074805
y1961,MYT,0.0268915,0.0268915,0.0268915,0.0268915,0.0268915,0.0268915,0.0268915,0.0268915,0.0268915,0.0268915
y1961,NAM,0.601424,0.601424,0.601424,0.601424,0.601424,0.601424,0.601424,0.601424,0.601424,0.601424
y1961,NCL,0.0812,0.0812,0.0812,0.0812,0.0812,0.0812,0.0812,0.0812,0.0812,0.0812
y1961,NER,3.60253,3.60253,3.60253,3.60253,3.60253,3.60253,3.60253,3.60253,3.60253,3.60253
y1961,NFK,0.001251,0.001251,0.001251,0.001251,0.001251,0.001251,0.001251,0.001251,0.001251,0.001251
y1961,NGA,45.855507,45.855507,45.855507,45.855507,45.855507,45.855507,45.855507,45.855507,45.855507,45.855507
y1961,NIC,1.84463,1.84463,1.84463,1.84463,1.84463,1.84463,1.84463,1.84463,1.84463,1.84463
y1961,NIU,0.0049125,0.0049125,0.0049125,0.0049125,0.0049125,0.0049125,0.0049125,0.0049125,0.0049125,0.0049125
y1961,NLD,11.638712,11.638712,11.638712,11.638712,11.638712,11.638712,11.638712,11.638712,11.638712,11.638712
y1961,NOR,3.6098,3.6098,3.6098,3.6098,3.6098,3.6098,3.6098,3.6098,3.6098,3.6098
y1961,NPL,10.365144,10.365144,10.365144,10.365144,10.365144,10.365144,10.365144,10.365144,10.365144,10.365144
y1961,NRU,0.004753,0.004753,0.004753,0.004753,0.004753,0.004753,0.004753,0.004753,0.004753,0.004753
y1961,NZL,2.4197,2.4197,2.4197,2.4197,2.4197,2.4197,2.4197,2.4197,2.4197,2.4197
y1961,OMN,0.546443,0.546443,0.546443,0.546443,0.546443,0.546443,0.546443,0.546443,0.546443,0.546443
y1961,PAK,47.060915,47.060915,47.060915,47.060915,47.060915,47.060915,47.060915,47.060915,47.060915,47.060915
y1961,PAN,1.160832,1.160832,1.160832,1.160832,1.160832,1.160832,1.160832,1.160832,1.160832,1.160832
y1961,PCN,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
y1961,PER,10.478096,10.478096,10.478096,10.478096,10.478096,10.478096,10.478096,10.478096,10.478096,10.478096
y1961,PHL,29.342411,29.342411,29.342411,29.342411,29.342411,29.342411,29.342411,29.342411,29.342411,29.342411
y1961,PLW,0.009639,0.009639,0.009639,0.009639,0.009639,0.009639,0.009639,0.009639,0.009639,0.009639
y1961,PNG,2.035672,2.035672,2.035672,2.035672,2.035672,2.035672,2.035672,2.035672,2.035672,2.035672
y1961,POL,29.964,29.964,29.964,29.964,29.964,29.964,29.964,29.964,29.964,29.964
y1961,PRI,2.399722,2.399722,2.399722,2.399722,2.399722,2.399722,2.399722,2.399722,2.399722,2.399722
y1961,PRK,11.916515,11.916515,11.916515,11.916515,11.916515,11.916515,11.916515,11.916515,11.916515,11.916515
y1961,PRT,8.929316,8.929316,8.929316,8.929316,8.929316,8.929316,8.929316,8.929316,8.929316,8.929316
y1961,PRY,1.941208,1.941208,1.941208,1.941208,1.941208,1.941208,1.941208,1.941208,1.941208,1.941208
y1961,PSE,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248
y1961,PYF,0.086921,0.086921,0.086921,0.086921,0.086921,0.086921,0.086921,0.086921,0.086921,0.086921
y1961,QAT,0.040111,0.040111,0.040111,0.040111,0.040111,0.040111,0.040111,0.040111,0.040111,0.040111
y1961,REU,0.3795715,0.3795715,0.3795715,0.3795715,0.3795715,0.3795715,0.3795715,0.3795715,0.3795715,0.3795715
y1961,ROU,18.55525,18.55525,18.55525,18.55525,18.55525,18.55525,18.55525,18.55525,18.55525,18.55525
y1961,RUS,121.236,121.236,121.236,121.236,121.236,121.236,121.236,121.236,121.236,121.236
y1961,RWA,3.046654,3.046654,3.046654,3.046654,3.046654,3.046654,3.046654,3.046654,3.046654,3.046654
y1961,SAU,4.306048,4.306048,4.306048,4.306048,4.306048,4.306048,4.306048,4.306048,4.306048,4.306048
y1961,SDN,8.57749,8.57749,8.57749,8.57749,8.57749,8.57749,8.57749,8.57749,8.57749,8.57749
y1961,SEN,3.367082,3.367082,3.367082,3.367082,3.367082,3.367082,3.367082,3.367082,3.367082,3.367082
y1961,SGP,1.7024,1.7024,1.7024,1.7024,1.7024,1.7024,1.7024,1.7024,1.7024,1.7024
y1961,SGS,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05
y1961,SHN,0.0053905,0.0053905,0.0053905,0.0053905,0.0053905,0.0053905,0.0053905,0.0053905,0.0053905,0.0053905
y1961,SJM,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894,0.001894
y1961,SLB,0.13678,0.13678,0.13678,0.13678,0.13678,0.13678,0.13678,0.13678,0.13678,0.13678
y1961,SLE,2.341065,2.341065,2.341065,2.341065,2.341065,2.341065,2.341065,2.341065,2.341065,2.341065
y1961,SLV,2.858896,2.858896,2.858896,2.858896,2.858896,2.858896,2.858896,2.858896,2.858896,2.858896
y1961,SMR,0.015895,0.015895,0.015895,0.015895,0.015895,0.015895,0.015895,0.015895,0.015895,0.015895
y1961,SOM,2.945662,2.945662,2.945662,2.945662,2.945662,2.945662,2.945662,2.945662,2.945662,2.945662
y1961,SPM,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215
